well_id,lat,long,aquifer_id
311098,12.503860000000001,2.849222,3
311099,13.36336,2.906806,3
311137,13.08558,2.916556,3
311312,12.87464,2.964639,3
311322,13.434000000000001,2.997306,3
311374,13.200779999999998,2.90525,3
311376,12.686060000000001,2.851528,3
311378,12.59556,2.8537779999999997,3
312179,13.28461,2.9611669999999997,3
312237,13.29675,2.946,3
402615,13.395529999999999,7.187111,2
406332,13.427970000000002,7.24,2
409228,13.536579999999999,7.145194999999999,2
409336,13.376560000000001,6.892,2
409379,13.37439,7.059889,2
409425,13.31047,7.055972,2
412244,13.236970000000001,7.068583,2
414604,13.44244,7.0969169999999995,2
414627,13.20033,7.029555,2
414656,13.479610000000001,7.092333,2
415021,13.55267,7.047861,2
415025,13.434000000000001,7.1160000000000005,2
417413,13.08058,7.088833,2
417417,13.11539,7.1450830000000005,2
417459,13.19539,7.237278,2
422939,13.53939,7.054583999999999,2
425518,13.47994,6.9261669999999995,2
425535,13.432939999999999,7.0120000000000005,2
426852,13.623470000000001,7.134555000000001,2
460504,13.52472,6.849916,2
460543,13.27486,7.010305000000001,2
460969,13.369860000000001,7.300305000000001,2
460990,13.51581,6.949722,2
461074,13.665529999999999,6.719833,2
461179,13.64461,6.566361,2
461201,13.61372,6.6449169999999995,2
463314,13.60019,7.0713610000000005,2
463758,13.30769,7.178083,2
463760,13.31308,7.102056,2
463761,13.07425,7.0585,2
463763,13.62675,6.948278,2
463769,13.30742,7.116833,2
463770,13.130579999999998,7.047889,2
463906,13.53956,7.187222,2
464050,13.348529999999998,7.252056,2
464219,13.07061,7.0075,2
464290,13.60956,7.108083000000001,2
464642,13.515,7.021361,2
464802,13.280079999999998,7.065556,2
465040,13.670110000000001,6.7926660000000005,2
465738,13.594439999999999,6.9687779999999995,2
465750,13.602670000000002,6.564278,2
465752,13.623779999999998,6.70475,2
465755,13.65375,6.7860000000000005,2
466183,13.15531,7.213528,2
466186,13.28692,7.198028,2
466189,13.24275,7.214278,2
466192,13.35869,7.166722,2
466193,13.325579999999999,7.188722,2
466199,13.46136,7.095695,2
466203,13.48192,7.081472,2
466208,13.532470000000002,7.2274449999999995,2
466210,13.520529999999999,7.080389,2
466211,13.55519,7.07275,2
466212,13.539029999999999,7.077639,2
466213,13.619420000000002,7.006917,2
466214,13.599689999999999,7.0055,2
466215,13.547220000000001,7.04375,2
466217,13.12333,7.010111,2
467668,13.234829999999999,7.203389,2
467669,13.300579999999998,7.090278,2
467671,13.54169,7.060278,2
467673,13.366029999999999,7.141528,2
701407,13.5147,9.54974,1
707469,13.3647,9.990260000000001,1
713564,13.45695,8.7302,1
716392,13.29834,8.7501,1
716411,13.118139999999999,8.81724,1
717647,13.263329999999998,8.569167,1
718296,13.671289999999999,9.83051,1
718305,13.30889,8.689167,1
719608,13.063889999999999,9.341667,1
719621,12.93625,9.1844,1
719623,13.022219999999999,8.902778,1
719768,13.58472,9.124444,1
719874,13.722270000000002,9.58911,1
720945,12.969439999999999,9.051389,1
723718,13.55556,9.330556,1
723849,13.26111,9.619444,1
725613,13.332310000000001,8.80504,1
776685,13.463239999999999,9.69029,1
794572,13.451120000000001,9.43542,1
794574,13.3394,9.3926,1
794576,13.143870000000001,9.32023,1
794577,13.246870000000001,9.38815,1
794579,13.51489,9.49039,1
794588,13.0866,8.877419999999999,1
794590,13.6284,8.88619,1
794591,13.504179999999998,8.49184,1
794595,13.580589999999999,8.881960000000001,1
794605,13.378260000000001,8.89356,1
796106,13.331920000000002,8.68866,1
796124,13.11842,8.56218,1
796289,13.531379999999999,9.13239,1
796291,13.2318,8.94489,1
796292,12.9727,9.04796,1
796293,13.46335,9.58958,1
796294,12.911669999999999,9.72478,1
796296,13.365789999999999,9.28253,1
796297,13.7028,9.52243,1
796298,13.535929999999999,9.712769999999999,1
796300,13.54306,9.98831,1
796301,13.179129999999999,9.90542,1
796686,13.63122,9.74511,1
796688,13.50145,9.8664,1
796691,13.77099,9.79941,1
796692,13.12098,9.12463,1
796693,13.09596,9.55175,1
796694,13.296529999999999,9.671510000000001,1
796695,13.22005,9.02559,1
796696,13.140360000000001,8.942039999999999,1
796697,13.223070000000002,8.72338,1
796699,13.169360000000001,9.48368,1
796701,13.27046,8.77555,1
796702,13.60186,9.109589999999999,1
796704,13.338370000000001,8.95497,1
796705,13.68072,9.183689999999999,1
796706,13.75653,9.20115,1
796707,13.07963,8.942219999999999,1
796708,13.050460000000001,8.794039999999999,1
796710,13.4115,8.4145,1
796738,13.41635,8.632760000000001,1
796739,12.90831,8.7543,1
796740,13.10365,9.35745,1
796916,13.483629999999998,9.365169999999999,1
796945,13.687479999999999,9.50985,1
799603,13.37994,8.9879,1
DB0001,13.539639999999999,2.929528,3
DB0002,13.46761,2.884056,3
DB0003,13.491470000000001,3.010139,3
DB0004,13.24983,2.845639,3
DB0006,13.06747,2.859861,3
DB0007,12.91356,2.8695,3
DB0008,12.73586,2.867722,3
DB0009,12.70908,2.955167,3
DB0010,12.61867,2.906861,3
K00002,12.9572,9.5778,1
K00003,12.8482,9.5603,1
K00004,12.8894,9.3274,1
M0001,13.31192,7.128194000000001,2
M0002,13.448529999999998,7.093889,2